vintage,collateral_type,ead_eur,ltv_at_default,dpd_at_workout,workout_months,borrower_age,employment_status,unemployment_pct,hpi_yoy_pct,realised_lgd
2022H2,mortgage,151819.58,0.6755,162,23.72,43,employed,8.1,-4.4,0.19863
2022H1,personal_secured,5647.04,0.8964,204,16.29,53,employed,7.4,3.1,0.37389
2021H1,unsecured,11196.74,,183,11.88,52,employed,8.7,1.4,0.68514
2019H1,mortgage,81632.99,0.767,171,30.66,55,self_employed,6.8,4.2,0.08842
2019H2,mortgage,114099.86,0.7865,182,25.73,34,self_employed,6.9,3.8,0.11583
2023H2,mortgage,80464.61,0.952,141,32.81,37,employed,7.2,1.8,0.21603
2019H2,unsecured,4299.3,,120,12.06,43,unemployed,6.9,3.8,0.71172
2023H1,unsecured,6090.04,,200,9.43,37,retired,7.6,-2.1,0.64271
2022H1,mortgage,114341.45,0.8377,106,17.3,45,employed,7.4,3.1,0.2059
2023H1,personal_secured,14279.21,0.9282,134,13.25,35,self_employed,7.6,-2.1,0.64209
2019H1,mortgage,69373.11,0.7292,134,17.18,38,employed,6.8,4.2,0.00254
2022H1,mortgage,80053.64,0.6959,148,28.16,30,employed,7.4,3.1,0.36343
2021H2,auto,11779.05,0.8684,172,15.33,39,self_employed,7.9,5.6,0.32428
2019H2,personal_secured,14495.67,0.8215,167,14.65,51,retired,6.9,3.8,0.66771
2023H2,mortgage,64412.52,0.9556,123,31.25,63,unemployed,7.2,1.8,0.28016
2019H2,mortgage,84814.91,0.9258,159,20.91,61,employed,6.9,3.8,0.036
2022H2,auto,10651.4,0.5749,187,12.36,37,self_employed,8.1,-4.4,0.44286
2023H2,mortgage,145884.03,0.7083,97,20.62,47,employed,7.2,1.8,0.19626
2022H1,personal_secured,30636.67,0.9614,112,15.04,33,self_employed,7.4,3.1,0.61471
2019H2,unsecured,10348.95,,107,9.14,24,retired,6.9,3.8,0.64352
2022H2,mortgage,125461.89,0.6086,125,22.51,46,employed,8.1,-4.4,0.35361
2021H1,mortgage,116048.94,1.0887,185,16.06,58,unemployed,8.7,1.4,0.38304
2020H2,personal_secured,19960.62,0.8364,98,17.87,50,unemployed,9.6,-3.2,0.80256
2021H2,unsecured,10555.99,,183,11.7,57,self_employed,7.9,5.6,0.66072
2023H1,unsecured,2616.06,,125,3.0,57,self_employed,7.6,-2.1,0.4614
2021H1,mortgage,224741.13,0.81,181,21.23,57,employed,8.7,1.4,0.2626
2022H1,unsecured,4748.81,,160,8.5,40,employed,7.4,3.1,0.79769
2020H1,mortgage,56626.89,0.6146,208,18.48,33,self_employed,9.2,-1.5,0.29312
2023H1,mortgage,77565.17,0.7083,199,35.66,27,self_employed,7.6,-2.1,0.27368
2020H1,personal_secured,8440.75,0.7012,180,16.17,30,employed,9.2,-1.5,0.51419
2023H1,auto,20956.6,0.4748,156,13.92,48,retired,7.6,-2.1,0.36032
2021H2,mortgage,111553.51,0.8438,175,18.81,24,employed,7.9,5.6,0.06543
2021H1,unsecured,5239.03,,199,3.0,56,self_employed,8.7,1.4,0.6787
2021H1,mortgage,491034.17,0.8434,120,16.92,47,employed,8.7,1.4,0.19496
2022H2,mortgage,309657.97,0.8744,182,22.86,48,retired,8.1,-4.4,0.57033
2023H2,personal_secured,6231.58,0.6467,152,20.28,48,employed,7.2,1.8,0.60009
2020H2,unsecured,13762.8,,195,10.74,61,employed,9.6,-3.2,0.83677
2019H1,auto,29748.87,0.7797,144,8.23,59,employed,6.8,4.2,0.18073
2023H1,mortgage,148541.66,1.1085,183,17.04,66,unemployed,7.6,-2.1,0.19093
2023H2,personal_secured,10217.06,0.6873,135,17.67,43,unemployed,7.2,1.8,0.37059
2021H2,mortgage,128669.82,0.81,208,22.46,52,self_employed,7.9,5.6,0.10219
2020H2,mortgage,289164.69,0.9328,127,21.81,51,employed,9.6,-3.2,0.20279
2021H1,auto,24544.31,0.801,144,15.64,33,employed,8.7,1.4,0.30279
2020H2,mortgage,42266.52,0.8499,144,23.24,58,employed,9.6,-3.2,0.17098
2022H2,mortgage,80159.95,0.9125,96,27.8,46,self_employed,8.1,-4.4,0.34032
2023H1,mortgage,94353.22,0.7293,111,20.17,20,self_employed,7.6,-2.1,0.2632
2020H2,auto,9089.05,0.8374,200,9.79,34,self_employed,9.6,-3.2,0.65989
2021H1,auto,8110.35,0.6343,134,5.52,36,employed,8.7,1.4,0.27647
2023H2,personal_secured,6999.54,0.676,196,13.45,57,employed,7.2,1.8,0.26121
2023H1,auto,13180.89,0.7466,107,19.95,49,self_employed,7.6,-2.1,0.42085
2020H1,unsecured,3691.1,,185,6.27,47,employed,9.2,-1.5,0.74724
2022H1,mortgage,142354.13,0.896,171,27.69,52,employed,7.4,3.1,0.32661
2023H1,mortgage,123955.06,0.7854,101,23.47,42,employed,7.6,-2.1,0.56561
2023H1,mortgage,150876.72,0.9445,184,16.45,50,unemployed,7.6,-2.1,0.44064
2023H1,auto,24104.53,0.7466,178,10.89,63,self_employed,7.6,-2.1,0.64032
2023H1,unsecured,14311.5,,197,15.44,26,employed,7.6,-2.1,0.84727
2019H1,mortgage,157149.54,0.5024,114,22.8,30,unemployed,6.8,4.2,0.35557
2021H1,unsecured,604.05,,115,13.47,40,self_employed,8.7,1.4,0.86516
2019H1,mortgage,99002.53,0.9007,206,18.51,68,unemployed,6.8,4.2,0.25049
2020H1,mortgage,173785.34,0.8392,112,26.9,40,unemployed,9.2,-1.5,0.33003
2021H2,mortgage,68866.86,0.6744,141,21.45,47,self_employed,7.9,5.6,0.36894
2020H2,mortgage,109753.37,0.9908,198,17.5,41,employed,9.6,-3.2,0.31105
2020H1,mortgage,37738.8,0.4736,207,19.51,39,unemployed,9.2,-1.5,0.05057
2023H2,unsecured,16540.08,,96,8.98,42,employed,7.2,1.8,0.79425
2021H1,mortgage,143403.53,0.7385,153,28.96,40,employed,8.7,1.4,0.36417
2022H2,unsecured,8229.37,,172,6.95,46,unemployed,8.1,-4.4,0.75842
2019H2,mortgage,191050.56,0.6005,131,33.35,48,employed,6.9,3.8,0.07738
2022H2,unsecured,4275.63,,95,13.87,25,unemployed,8.1,-4.4,0.73235
2020H2,auto,14858.84,0.7704,167,6.94,46,unemployed,9.6,-3.2,0.18295
2023H2,unsecured,9645.48,,101,9.95,47,employed,7.2,1.8,0.80611
2021H2,unsecured,9676.92,,135,6.86,20,employed,7.9,5.6,0.64345
2023H2,mortgage,50498.39,0.7296,94,23.71,57,retired,7.2,1.8,0.23319
2022H1,mortgage,215125.07,0.8799,117,21.37,50,self_employed,7.4,3.1,0.09003
2020H1,auto,30654.42,0.776,158,9.18,36,employed,9.2,-1.5,0.44562
2023H2,unsecured,5662.14,,158,9.27,29,employed,7.2,1.8,0.85851
2020H2,personal_secured,7935.66,0.8284,152,11.18,35,employed,9.6,-3.2,0.51826
2022H1,mortgage,165218.97,0.6291,159,14.99,37,employed,7.4,3.1,0.05059
2022H1,mortgage,133394.33,0.8171,105,18.56,59,unemployed,7.4,3.1,0.35678
2022H2,mortgage,94389.74,0.9366,146,24.63,35,employed,8.1,-4.4,0.57383
2019H2,personal_secured,17324.93,0.7945,173,18.12,48,employed,6.9,3.8,0.51389
2020H2,mortgage,66281.91,0.7649,200,36.03,44,employed,9.6,-3.2,0.3872
2019H1,mortgage,121085.95,0.8543,203,21.97,26,employed,6.8,4.2,0.12224
2022H1,unsecured,19433.26,,202,8.79,40,unemployed,7.4,3.1,0.75692
2020H2,personal_secured,10593.4,0.598,132,21.05,54,employed,9.6,-3.2,0.46175
2022H1,auto,7152.92,0.5672,180,20.86,45,employed,7.4,3.1,0.25815
2020H2,auto,33172.97,0.7976,189,17.15,32,employed,9.6,-3.2,0.34411
2022H2,personal_secured,5778.17,0.6904,122,19.97,47,self_employed,8.1,-4.4,0.31382
2023H1,mortgage,59207.6,0.577,121,27.89,48,unemployed,7.6,-2.1,0.1994
2020H2,mortgage,50332.04,0.5796,159,30.17,21,employed,9.6,-3.2,0.24185
2022H1,mortgage,126878.42,0.512,144,28.08,50,employed,7.4,3.1,0.00883
2023H1,mortgage,77410.67,0.6791,111,16.72,40,retired,7.6,-2.1,0.07091
2023H2,auto,10222.15,0.9151,164,7.99,36,retired,7.2,1.8,0.4591
2023H2,mortgage,104501.71,1.0178,160,14.75,33,unemployed,7.2,1.8,0.53591
2020H1,mortgage,70319.38,0.6378,139,18.17,69,employed,9.2,-1.5,0.10265
2022H2,mortgage,83064.46,0.5137,139,23.41,43,retired,8.1,-4.4,0.25648
2022H1,unsecured,8031.31,,94,10.12,50,retired,7.4,3.1,0.69105
2022H2,unsecured,6612.5,,137,9.53,31,self_employed,8.1,-4.4,0.83916
2023H2,unsecured,10209.93,,159,7.3,53,employed,7.2,1.8,0.64682
2022H1,mortgage,141126.14,0.7131,163,25.14,59,employed,7.4,3.1,0.07738
2022H2,mortgage,32426.56,0.6771,178,27.31,41,employed,8.1,-4.4,0.32224
2019H2,auto,14333.11,0.8031,159,12.72,31,self_employed,6.9,3.8,0.35425
2019H2,unsecured,7088.99,,147,12.54,30,employed,6.9,3.8,0.87596
2019H1,mortgage,112080.89,0.6515,176,15.2,51,employed,6.8,4.2,0.01525
2023H1,unsecured,5263.34,,109,3.0,20,employed,7.6,-2.1,0.52786
2023H2,unsecured,17689.41,,143,9.19,34,unemployed,7.2,1.8,0.69758
2020H2,mortgage,106159.69,0.7713,112,15.06,52,employed,9.6,-3.2,0.10626
2019H1,mortgage,214899.82,0.8378,180,21.52,36,unemployed,6.8,4.2,0.38495
2022H1,auto,11732.66,0.5764,100,10.32,35,employed,7.4,3.1,0.42048
2020H2,personal_secured,11905.53,0.797,158,19.38,20,employed,9.6,-3.2,0.65166
2019H2,mortgage,61529.27,0.9446,192,14.15,24,employed,6.9,3.8,0.18583
2023H2,mortgage,116503.03,0.5164,143,25.93,28,employed,7.2,1.8,0.05804
2022H1,unsecured,9158.29,,162,3.0,42,unemployed,7.4,3.1,0.88209
2022H2,unsecured,3744.56,,207,3.0,52,employed,8.1,-4.4,0.50596
2021H1,unsecured,19643.62,,152,5.83,54,unemployed,8.7,1.4,0.64186
2021H2,unsecured,8087.61,,169,3.0,23,employed,7.9,5.6,0.72063
2021H1,mortgage,279304.0,0.912,99,20.01,38,unemployed,8.7,1.4,0.21419
2022H1,auto,14079.9,0.8426,151,5.61,43,employed,7.4,3.1,0.39005
2023H1,mortgage,132889.77,0.638,151,22.22,31,unemployed,7.6,-2.1,0.35791
2022H2,auto,10890.28,0.8523,146,16.35,47,unemployed,8.1,-4.4,0.69797
2023H2,mortgage,228895.93,0.5876,157,36.48,39,employed,7.2,1.8,0.02661
2019H2,unsecured,16557.32,,117,12.73,51,employed,6.9,3.8,0.71135
2021H1,mortgage,151831.62,0.5223,132,19.02,41,employed,8.7,1.4,0.11529
2021H1,mortgage,76895.75,0.8881,198,23.31,61,employed,8.7,1.4,0.25004
2021H1,personal_secured,8247.7,0.8473,167,18.32,42,self_employed,8.7,1.4,0.49155
2019H1,mortgage,31741.14,0.6016,149,29.9,50,employed,6.8,4.2,0.00294
2022H2,unsecured,11292.02,,99,3.0,28,employed,8.1,-4.4,0.57815
2022H2,auto,37066.43,0.9712,160,12.59,37,unemployed,8.1,-4.4,0.66527
2022H1,personal_secured,14553.93,0.7307,157,8.47,45,employed,7.4,3.1,0.30446
2022H2,mortgage,100713.99,0.7069,131,26.88,53,unemployed,8.1,-4.4,0.25242
2019H2,mortgage,120574.79,0.5103,135,28.75,55,employed,6.9,3.8,0.10023
2020H2,mortgage,123012.3,0.6378,141,10.72,62,employed,9.6,-3.2,0.15717
2022H2,mortgage,78338.18,0.8953,143,16.0,43,employed,8.1,-4.4,0.22899
2022H2,unsecured,4126.33,,159,10.11,20,employed,8.1,-4.4,0.7609
2020H1,mortgage,78378.69,0.719,203,20.82,58,retired,9.2,-1.5,0.04152
2022H1,unsecured,7963.64,,99,7.58,50,self_employed,7.4,3.1,0.65021
2021H2,mortgage,104245.58,0.8358,90,21.11,56,unemployed,7.9,5.6,0.20681
2021H2,mortgage,220569.45,0.6111,91,18.62,48,self_employed,7.9,5.6,0.01306
2023H2,auto,37365.41,0.5121,116,10.44,65,employed,7.2,1.8,0.0942
2020H1,mortgage,143707.97,0.7445,95,19.52,58,self_employed,9.2,-1.5,0.21955
2023H1,mortgage,113631.28,0.8796,133,26.45,61,employed,7.6,-2.1,0.40036
2019H2,mortgage,202913.42,0.6428,150,22.22,30,employed,6.9,3.8,0.02193
2023H1,unsecured,38212.75,,139,9.57,50,employed,7.6,-2.1,0.34206
2023H2,mortgage,85145.73,0.586,193,24.5,48,unemployed,7.2,1.8,0.34308
2021H1,personal_secured,5578.25,0.6738,205,13.98,55,employed,8.7,1.4,0.35566
2019H1,mortgage,81978.19,0.551,93,19.89,40,retired,6.8,4.2,0.06115
2022H1,auto,13314.59,0.8138,149,19.31,45,unemployed,7.4,3.1,0.30836
2023H2,unsecured,3823.36,,115,7.48,31,self_employed,7.2,1.8,0.62953
2022H1,auto,12452.58,0.6667,99,8.7,48,self_employed,7.4,3.1,0.43299
2020H2,mortgage,149244.18,0.5823,184,21.17,56,employed,9.6,-3.2,0.14535
2019H1,auto,15251.51,0.8258,106,13.66,43,employed,6.8,4.2,0.54094
2022H1,mortgage,122671.48,0.943,115,13.93,32,self_employed,7.4,3.1,0.15737
2021H1,mortgage,106758.92,0.8185,143,20.78,48,employed,8.7,1.4,0.19505
2021H1,auto,10987.3,0.5898,147,15.27,26,employed,8.7,1.4,0.21264
2020H1,personal_secured,8199.55,0.8026,159,22.69,48,employed,9.2,-1.5,0.69385
2021H1,unsecured,3204.22,,196,8.97,57,employed,8.7,1.4,0.64442
2023H1,mortgage,108257.86,0.6929,109,26.78,47,employed,7.6,-2.1,0.26478
2023H1,mortgage,185102.4,1.0265,183,23.55,57,employed,7.6,-2.1,0.58699
2022H1,mortgage,155653.44,0.7875,121,28.49,56,employed,7.4,3.1,0.11409
2022H2,mortgage,147350.62,0.7377,138,16.02,48,employed,8.1,-4.4,0.45888
2023H2,auto,26500.03,0.6183,207,17.29,33,employed,7.2,1.8,0.36266
2023H1,personal_secured,21127.5,0.7682,202,16.49,34,employed,7.6,-2.1,0.36473
2022H2,mortgage,118624.65,0.7601,179,31.83,49,employed,8.1,-4.4,0.37789
2019H1,auto,22592.4,0.7899,192,10.23,50,employed,6.8,4.2,0.21322
2023H1,unsecured,6539.09,,101,9.32,40,employed,7.6,-2.1,0.83915
2023H1,mortgage,240579.6,0.6418,160,16.4,49,self_employed,7.6,-2.1,0.09933
2023H1,mortgage,131281.16,0.5795,154,21.96,54,employed,7.6,-2.1,0.12227
2022H2,unsecured,5128.14,,177,6.41,55,unemployed,8.1,-4.4,0.79802
2021H2,unsecured,13436.6,,155,8.17,40,self_employed,7.9,5.6,0.85125
2023H2,mortgage,38180.54,0.7538,157,19.71,47,retired,7.2,1.8,0.1584
2021H2,mortgage,115573.96,1.0263,183,30.22,38,employed,7.9,5.6,0.52601
2022H2,unsecured,4760.32,,120,13.67,23,employed,8.1,-4.4,0.81804
2019H1,auto,13672.23,0.6907,125,18.16,41,employed,6.8,4.2,0.47937
2023H2,personal_secured,12683.96,0.4538,117,20.97,28,employed,7.2,1.8,0.30439
2022H1,unsecured,5866.81,,172,11.06,48,employed,7.4,3.1,0.67188
2020H1,auto,19917.25,0.8066,110,15.56,29,employed,9.2,-1.5,0.4908
2023H2,mortgage,64511.79,0.8483,204,26.71,42,employed,7.2,1.8,0.44367
2020H2,personal_secured,11132.51,1.1003,189,13.11,44,unemployed,9.6,-3.2,0.36666
2021H2,auto,13198.42,0.8032,178,10.13,50,unemployed,7.9,5.6,0.62459
2023H2,unsecured,12458.46,,198,9.56,33,employed,7.2,1.8,0.69933
2022H1,mortgage,138878.82,0.8202,90,28.11,44,employed,7.4,3.1,0.2772
2023H2,mortgage,105983.16,0.8623,146,21.93,47,employed,7.2,1.8,0.20249
2022H2,personal_secured,9508.67,0.6091,148,10.9,37,employed,8.1,-4.4,0.317
2022H1,personal_secured,12222.96,0.6176,182,16.79,41,employed,7.4,3.1,0.51775
2020H2,mortgage,73805.25,0.6474,189,13.02,48,employed,9.6,-3.2,0.09288
2022H2,mortgage,104899.65,0.9948,135,23.86,48,self_employed,8.1,-4.4,0.39698
2022H2,mortgage,49903.19,0.9129,157,23.53,51,employed,8.1,-4.4,0.4818
2023H1,mortgage,29839.53,0.4357,187,20.13,37,employed,7.6,-2.1,0.09583
2022H1,personal_secured,4260.13,0.6214,200,11.21,47,employed,7.4,3.1,0.71778
2020H1,auto,11912.23,0.7828,155,3.0,59,employed,9.2,-1.5,0.53392
2019H2,auto,14969.2,0.7491,106,20.6,28,employed,6.9,3.8,0.32274
2023H1,mortgage,53977.82,0.7004,203,27.73,49,employed,7.6,-2.1,0.18926
2022H2,unsecured,4118.38,,184,9.32,45,unemployed,8.1,-4.4,0.88824
2023H2,mortgage,155174.05,0.807,99,14.21,45,employed,7.2,1.8,0.11943
2019H2,auto,17951.57,0.9297,108,7.7,42,employed,6.9,3.8,0.44135
2023H1,mortgage,88324.99,0.7026,171,14.82,24,employed,7.6,-2.1,0.19051
2019H2,mortgage,89099.05,0.8907,94,19.08,55,employed,6.9,3.8,0.36778
2020H2,auto,16090.63,1.0787,112,14.95,55,employed,9.6,-3.2,0.56206
2022H2,mortgage,99192.23,0.7071,163,17.68,37,employed,8.1,-4.4,0.31119
2021H2,mortgage,97883.01,0.8027,116,21.3,51,employed,7.9,5.6,0.07249
2023H2,auto,23210.41,0.6768,191,10.07,43,retired,7.2,1.8,0.21674
2022H2,unsecured,18250.93,,172,9.16,56,unemployed,8.1,-4.4,0.72069
2022H2,mortgage,90915.68,0.6365,111,15.08,61,employed,8.1,-4.4,0.15195
2019H1,unsecured,8990.81,,194,16.93,37,self_employed,6.8,4.2,0.89072
2020H2,mortgage,161553.25,0.4847,209,28.07,57,self_employed,9.6,-3.2,0.49481
2019H1,mortgage,96909.81,0.8279,141,25.31,51,unemployed,6.8,4.2,0.35847
2022H1,auto,26720.15,0.8907,162,12.98,34,employed,7.4,3.1,0.2512
2021H2,mortgage,165642.99,1.0466,173,19.24,54,employed,7.9,5.6,0.31648
2022H2,mortgage,148106.19,0.6347,140,25.78,51,employed,8.1,-4.4,0.31425
2022H2,mortgage,99438.88,0.6974,148,25.04,61,employed,8.1,-4.4,0.41149
2021H2,mortgage,130027.21,0.6557,142,31.41,55,employed,7.9,5.6,0.07436
2022H1,unsecured,11305.5,,156,4.65,60,employed,7.4,3.1,0.76918
2020H2,mortgage,131499.72,0.8146,187,8.62,37,retired,9.6,-3.2,0.14126
2023H1,personal_secured,5975.51,0.6795,122,10.36,43,employed,7.6,-2.1,0.64046
2019H2,unsecured,19271.74,,197,6.21,36,retired,6.9,3.8,0.60161
2020H1,unsecured,9429.91,,90,7.01,49,unemployed,9.2,-1.5,0.65035
2020H2,auto,17546.34,0.8941,142,16.65,34,employed,9.6,-3.2,0.66088
2023H2,personal_secured,12456.21,0.6477,136,11.63,30,self_employed,7.2,1.8,0.25676
2022H2,mortgage,95507.12,0.984,180,21.52,57,unemployed,8.1,-4.4,0.37942
2023H2,mortgage,42632.76,0.878,166,20.75,56,employed,7.2,1.8,0.18878
2023H1,mortgage,469332.06,0.5969,103,26.82,61,self_employed,7.6,-2.1,0.42393
2019H2,mortgage,56483.99,0.847,93,22.01,74,employed,6.9,3.8,0.15972
2022H1,personal_secured,7998.5,0.8631,151,14.5,23,employed,7.4,3.1,0.33665
2023H1,unsecured,8650.16,,200,3.0,20,employed,7.6,-2.1,0.68304
2019H1,personal_secured,15550.56,0.7299,175,12.2,36,self_employed,6.8,4.2,0.31416
2021H1,mortgage,200491.86,0.9393,187,21.82,36,unemployed,8.7,1.4,0.40168
2019H1,mortgage,110815.12,0.7927,204,22.47,53,employed,6.8,4.2,0.04503
2022H1,mortgage,132528.15,0.883,160,18.86,36,self_employed,7.4,3.1,0.20362
2020H2,unsecured,11091.4,,135,11.14,29,employed,9.6,-3.2,0.72426
2020H2,mortgage,30071.48,0.8104,118,18.75,28,unemployed,9.6,-3.2,0.34679
2020H2,mortgage,143640.03,0.6934,186,28.55,40,employed,9.6,-3.2,0.26964
2021H1,mortgage,68770.14,0.8518,129,16.33,59,employed,8.7,1.4,0.35387
2021H2,unsecured,19017.1,,131,8.66,34,unemployed,7.9,5.6,0.61538
2021H2,unsecured,11282.69,,150,8.05,49,employed,7.9,5.6,0.75911
2023H2,mortgage,125078.31,0.7046,122,12.89,45,employed,7.2,1.8,0.0911
2023H1,mortgage,83119.48,0.9918,181,28.05,41,employed,7.6,-2.1,0.44605
2020H1,auto,21508.91,0.5765,178,12.31,62,employed,9.2,-1.5,0.29167
2023H1,personal_secured,12190.68,0.9665,146,11.12,45,self_employed,7.6,-2.1,0.74801
2021H1,mortgage,161583.72,0.9667,128,22.42,57,employed,8.7,1.4,0.13025
2023H1,auto,13861.79,0.6637,108,15.17,54,unemployed,7.6,-2.1,0.41126
2019H1,mortgage,58263.35,0.7228,204,19.93,39,retired,6.8,4.2,0.03271
2022H1,auto,13972.13,0.769,121,17.45,36,employed,7.4,3.1,0.17281
2021H1,unsecured,5404.38,,194,11.17,29,employed,8.7,1.4,0.79306
2020H1,mortgage,99476.74,1.0242,170,31.63,66,employed,9.2,-1.5,0.29212
2023H1,unsecured,6810.63,,184,19.66,41,self_employed,7.6,-2.1,0.73056
2020H2,personal_secured,5693.98,0.6894,159,7.29,50,employed,9.6,-3.2,0.26081
2023H1,unsecured,25722.71,,177,6.29,64,employed,7.6,-2.1,0.73194
2021H2,auto,21464.9,0.866,208,3.0,44,employed,7.9,5.6,0.5057
2023H1,mortgage,159285.84,1.0487,139,26.53,50,employed,7.6,-2.1,0.70385
2020H2,auto,13860.48,0.8261,133,7.59,28,employed,9.6,-3.2,0.65
2023H1,mortgage,113763.93,0.7722,164,27.6,54,employed,7.6,-2.1,0.23131
2023H2,personal_secured,18556.62,0.5824,106,8.75,48,retired,7.2,1.8,0.21057
2022H1,mortgage,104068.73,0.5739,202,21.75,48,employed,7.4,3.1,0.01878
2020H1,unsecured,10897.37,,100,8.69,49,employed,9.2,-1.5,0.81059
2023H2,unsecured,4003.84,,144,5.73,43,employed,7.2,1.8,0.57354
2023H1,auto,20018.7,0.7775,181,12.73,51,employed,7.6,-2.1,0.5266
2022H1,mortgage,71646.0,0.7931,152,20.07,49,employed,7.4,3.1,0.16883
2021H1,mortgage,57270.03,0.8526,193,30.52,29,employed,8.7,1.4,0.28996
2022H1,unsecured,3572.54,,116,4.4,53,employed,7.4,3.1,0.77361
2021H2,mortgage,244914.78,1.2311,192,22.4,50,unemployed,7.9,5.6,0.54243
2020H2,auto,12217.17,0.8825,115,12.5,61,employed,9.6,-3.2,0.58111
2020H2,personal_secured,9720.58,0.9314,189,8.08,59,self_employed,9.6,-3.2,0.63124
2022H2,mortgage,513248.8,0.7769,94,21.26,59,employed,8.1,-4.4,0.40275
2021H2,mortgage,126591.22,0.5581,119,23.45,48,employed,7.9,5.6,0.03911
2021H2,mortgage,210682.25,0.7527,155,17.19,68,unemployed,7.9,5.6,0.06473
2022H2,mortgage,69718.36,0.7245,182,18.82,49,employed,8.1,-4.4,0.26351
2022H2,mortgage,101213.72,0.7313,181,19.4,47,employed,8.1,-4.4,0.38675
2022H1,mortgage,62374.97,0.6592,170,19.79,50,employed,7.4,3.1,0.04538
2020H2,personal_secured,13100.72,0.4966,121,20.15,34,unemployed,9.6,-3.2,0.56782
2019H1,unsecured,6791.14,,184,12.41,41,employed,6.8,4.2,0.79034
2023H2,auto,29630.09,0.8099,107,21.0,47,employed,7.2,1.8,0.34035
2022H2,unsecured,12964.1,,162,3.54,34,employed,8.1,-4.4,0.58085
2023H1,personal_secured,15474.26,0.8336,118,12.41,35,employed,7.6,-2.1,0.38281
2022H2,auto,19170.03,0.6271,209,5.48,50,self_employed,8.1,-4.4,0.58152
2022H2,personal_secured,10954.49,0.7845,163,16.96,54,employed,8.1,-4.4,0.59353
2019H1,mortgage,122130.04,0.6989,153,17.43,42,unemployed,6.8,4.2,0.69144
2021H2,mortgage,43393.76,0.6428,207,24.77,58,employed,7.9,5.6,0.09943
2022H2,unsecured,13926.07,,208,9.66,50,employed,8.1,-4.4,0.69005
2023H1,unsecured,16370.36,,101,6.19,40,unemployed,7.6,-2.1,0.81666
2023H1,unsecured,3773.15,,128,6.29,40,employed,7.6,-2.1,0.67336
2019H1,unsecured,3523.15,,205,12.78,47,employed,6.8,4.2,0.73801
2023H1,auto,9633.15,0.7779,201,16.96,29,employed,7.6,-2.1,0.52073
2019H2,unsecured,37731.5,,138,15.89,39,self_employed,6.9,3.8,0.80824
2019H2,mortgage,145129.92,0.8189,180,23.36,55,unemployed,6.9,3.8,0.42308
2019H1,unsecured,3349.02,,97,14.27,57,employed,6.8,4.2,0.76579
2022H1,auto,8629.25,0.8814,177,13.14,43,self_employed,7.4,3.1,0.43349
2020H1,unsecured,10259.28,,189,9.62,52,employed,9.2,-1.5,0.85697
2022H1,mortgage,176025.84,0.9093,108,26.25,23,retired,7.4,3.1,0.21032
2023H1,auto,16002.94,0.9096,92,5.16,35,unemployed,7.6,-2.1,0.82938
2020H2,mortgage,140208.36,0.8873,199,27.32,40,self_employed,9.6,-3.2,0.43961
2021H2,unsecured,3265.58,,170,7.46,58,employed,7.9,5.6,0.37721
2021H2,mortgage,41159.63,0.9301,204,21.93,39,employed,7.9,5.6,0.05058
2021H2,unsecured,20929.78,,191,18.17,53,employed,7.9,5.6,0.37422
2019H1,personal_secured,13410.96,0.7395,180,10.95,33,retired,6.8,4.2,0.31444
2023H2,unsecured,2890.51,,136,3.0,50,employed,7.2,1.8,0.84086
2020H1,auto,25313.34,0.8425,100,15.38,60,employed,9.2,-1.5,0.52365
2020H2,mortgage,64931.88,0.6431,126,28.99,34,retired,9.6,-3.2,0.33768
2022H2,mortgage,149124.69,0.7107,104,29.26,64,employed,8.1,-4.4,0.19411
2020H2,mortgage,142701.35,0.8439,188,25.9,61,self_employed,9.6,-3.2,0.43376
2021H1,mortgage,89960.44,0.8011,116,20.85,50,unemployed,8.7,1.4,0.31866
2023H1,auto,19047.14,0.8844,129,10.69,28,employed,7.6,-2.1,0.73348
2019H2,mortgage,107064.12,0.6348,104,25.48,20,retired,6.9,3.8,0.19983
2023H2,auto,15810.11,0.5944,163,16.99,45,employed,7.2,1.8,0.34989
2022H1,mortgage,90187.74,0.7524,173,7.48,46,unemployed,7.4,3.1,0.24505
2020H1,mortgage,89296.1,0.6631,123,20.08,48,self_employed,9.2,-1.5,0.28166
2020H1,unsecured,5305.01,,101,10.46,67,employed,9.2,-1.5,0.82049
2022H1,unsecured,3738.99,,105,3.33,31,retired,7.4,3.1,0.85049
2022H1,auto,10369.67,0.6893,126,14.18,42,self_employed,7.4,3.1,0.30713
2021H2,unsecured,7698.92,,109,6.4,55,unemployed,7.9,5.6,0.74777
2020H1,mortgage,71742.29,0.8502,188,26.82,39,employed,9.2,-1.5,0.12758
2023H2,mortgage,71702.69,0.5579,156,25.49,44,employed,7.2,1.8,0.07649
2020H2,auto,28142.68,0.8536,153,13.7,40,employed,9.6,-3.2,0.47073
2020H1,auto,9873.92,0.4692,208,9.36,62,employed,9.2,-1.5,0.34403
2021H1,unsecured,15544.5,,159,10.49,55,self_employed,8.7,1.4,0.61741
2023H2,mortgage,164976.98,0.7302,110,21.02,70,unemployed,7.2,1.8,0.34481
2022H1,unsecured,18963.66,,124,6.78,53,employed,7.4,3.1,0.68682
2021H1,auto,14038.65,0.7938,205,9.05,52,employed,8.7,1.4,0.45059
2021H1,mortgage,85629.47,0.5897,118,18.87,62,employed,8.7,1.4,0.11612
